ID;Name;Sex;PeoplesCount
24926;Едвига;ЖЕН.;44
24928;Еджана;ЖЕН.;1
24929;Едизавета;ЖЕН.;24
24930;Едита;ЖЕН.;179
24931;Едмила;ЖЕН.;1
24932;Едокия;ЖЕН.;8
24933;Едоксия;ЖЕН.;1
24934;Едуарда;ЖЕН.;27
24935;Едьвига;ЖЕН.;1
24936;Ежина;ЖЕН.;70
24937;Ежмералда;ЖЕН.;1
24938;Ездундока;ЖЕН.;1
24939;Еильвия;ЖЕН.;1
24941;Екапитолина;ЖЕН.;2
24942;Екарина;ЖЕН.;43
24943;Екатарина;ЖЕН.;586
24944;Екатерина;ЖЕН.;2000000
24946;Екатеринослава;ЖЕН.;11
24947;Екатетина;ЖЕН.;48
24948;Екатирина;ЖЕН.;5000
24949;Екатрина;ЖЕН.;386
24952;Екулина;ЖЕН.;3
24953;Ела;ЖЕН.;586
24954;Елада;ЖЕН.;15
24956;Елазавета;ЖЕН.;5
24958;Елампиада;ЖЕН.;1
24959;Елана;ЖЕН.;534
24963;Елвира;ЖЕН.;185
24964;Елгуджа;ЖЕН.;131
24965;Елевферия;ЖЕН.;1
24968;Елезавета;ЖЕН.;1000
24969;Елезовета;ЖЕН.;294
24973;Елена;ЖЕН.;5000000
24977;Елеонора;ЖЕН.;1000
24980;Елза;ЖЕН.;107
24981;Елзавета;ЖЕН.;30
24982;Елиана;ЖЕН.;38
24984;Еливета;ЖЕН.;7
24985;Елижбета;ЖЕН.;1
24986;Елиза;ЖЕН.;701
24987;Елизаавета;ЖЕН.;7
24988;Елизабет;ЖЕН.;637
24989;Елизабета;ЖЕН.;104
24990;Елизава;ЖЕН.;2
24991;Елизавента;ЖЕН.;1
24992;Елизавет;ЖЕН.;209
24993;Елизавета;ЖЕН.;321000
24994;Елизаветта;ЖЕН.;1000
24995;Елизавита;ЖЕН.;10
24996;Елизата;ЖЕН.;3
24997;Елизевета;ЖЕН.;20
24998;Елизиавета;ЖЕН.;1
24999;Елизовета;ЖЕН.;4000
25001;Еликанида;ЖЕН.;16
25002;Еликонида;ЖЕН.;51
25003;Елилия;ЖЕН.;1
25005;Елина;ЖЕН.;6000
25006;Елиокея;ЖЕН.;1
25008;Елионора;ЖЕН.;39
25009;Елиса;ЖЕН.;92
25010;Елисабета;ЖЕН.;1
25012;Елисавета;ЖЕН.;857
25013;Елисевета;ЖЕН.;2
25014;Елисовета;ЖЕН.;9
25017;Елистиния;ЖЕН.;1
25018;Елиэовета;ЖЕН.;1
25019;Елла;ЖЕН.;1000
25020;Елладия;ЖЕН.;1
25021;Еллана;ЖЕН.;3
25023;Еллизавета;ЖЕН.;3
25025;Еллита;ЖЕН.;2
25026;Еллия;ЖЕН.;3
25028;Елона;ЖЕН.;80
25029;Елосовета;ЖЕН.;1
25030;Елфрида;ЖЕН.;2
25034;Ельвара;ЖЕН.;1
25036;Ельвира;ЖЕН.;1000
25038;Ельмира;ЖЕН.;730
25039;Ельмирина;ЖЕН.;1
25040;Ельнара;ЖЕН.;112
25043;Ельфрида;ЖЕН.;4
25044;Еля;ЖЕН.;2000
25045;Еляна;ЖЕН.;24
25047;Емалия;ЖЕН.;1
25048;Емануель;ЖЕН.;34
25049;Емануеля;ЖЕН.;1
25050;Емелина;ЖЕН.;7000
25051;Емелия;ЖЕН.;10
25052;Емельяна;ЖЕН.;80
25053;Емельяния;ЖЕН.;1
25054;Емеляна;ЖЕН.;3
25055;Емилена;ЖЕН.;4
25056;Емилина;ЖЕН.;11
25057;Емилия;ЖЕН.;2000
25058;Емилияна;ЖЕН.;11
25059;Емильяна;ЖЕН.;2
25060;Еминат;ЖЕН.;7
25062;Еммаида;ЖЕН.;1
25064;Еммануэль;ЖЕН.;2
25065;Еммилия;ЖЕН.;6
25069;Ената;ЖЕН.;4
25071;Енафья;ЖЕН.;1
25072;Енгелина;ЖЕН.;2
25073;Енеида;ЖЕН.;3
25075;Енелия;ЖЕН.;3
25078;Енилина;ЖЕН.;143
25080;Енина;ЖЕН.;5000
25082;Ениса;ЖЕН.;10
25083;Енисия;ЖЕН.;1
25086;Енита;ЖЕН.;8
25088;Ента;ЖЕН.;120
25090;Еофросиния;ЖЕН.;2
25094;Епестения;ЖЕН.;1
25099;Еписимия;ЖЕН.;1
25101;Епистила;ЖЕН.;1
25103;Епистима;ЖЕН.;8
25104;Епистимея;ЖЕН.;2
25105;Епистимия;ЖЕН.;17
25111;Епистымня;ЖЕН.;1
25113;Епифания;ЖЕН.;16
25115;Епраксия;ЖЕН.;37
25117;Еразика;ЖЕН.;1
25119;Ергена;ЖЕН.;3
25121;Ердокия;ЖЕН.;1
25122;Ерена;ЖЕН.;31
25123;Ержбета;ЖЕН.;1
25124;Ержейбет;ЖЕН.;5
25127;Ерика;ЖЕН.;1000
25128;Еримия;ЖЕН.;9
25129;Ернестина;ЖЕН.;2
25132;Ерослава;ЖЕН.;14
25134;Еротиада;ЖЕН.;1
25136;Есения;ЖЕН.;8000
25138;Есита;ЖЕН.;95
25140;Есмира;ЖЕН.;226
25141;Есмиральда;ЖЕН.;29
25142;Естер;ЖЕН.;235
25143;Естера;ЖЕН.;37
25144;Естима;ЖЕН.;2
25145;Естипания;ЖЕН.;1
25146;Етелина;ЖЕН.;1
25147;Етелка;ЖЕН.;5
25148;Етелла;ЖЕН.;3
25151;Еужения;ЖЕН.;36
25153;Еулита;ЖЕН.;2
25155;Еустация;ЖЕН.;1
25156;Еустина;ЖЕН.;1
25157;Еустиния;ЖЕН.;2
25161;Еуфозина;ЖЕН.;1
25162;Еуфрозена;ЖЕН.;1
25164;Еуфросина;ЖЕН.;2
25166;Еуфросиня;ЖЕН.;2
25167;Еуфрузина;ЖЕН.;1
25168;Еуфтимия;ЖЕН.;1
25171;Ефалья;ЖЕН.;2
25173;Ефгения;ЖЕН.;6
25174;Ефдокия;ЖЕН.;1
25176;Ефелина;ЖЕН.;1
25177;Еферимия;ЖЕН.;1
25179;Ефимия;ЖЕН.;377
25180;Ефимья;ЖЕН.;11
25184;Ефосинья;ЖЕН.;1
25185;Ефрасения;ЖЕН.;2
25186;Ефрасиния;ЖЕН.;12
25187;Ефрасинья;ЖЕН.;50
25188;Ефрасия;ЖЕН.;2
25191;Ефрима;ЖЕН.;1
25199;Ефросения;ЖЕН.;16
25200;Ефросенья;ЖЕН.;11
25201;Ефросилия;ЖЕН.;3
25202;Ефросима;ЖЕН.;1
25205;Ефросина;ЖЕН.;23
25207;Ефросининя;ЖЕН.;1
25208;Ефросиния;ЖЕН.;1000
25212;Ефросинья;ЖЕН.;3000
25213;Ефросиня;ЖЕН.;30
25216;Ефросирья;ЖЕН.;1
25217;Ефросия;ЖЕН.;42
25218;Ефросния;ЖЕН.;1
25220;Ефрофиния;ЖЕН.;1
25223;Ефтений;ЖЕН.;51
25225;Ефтима;ЖЕН.;2
25226;Ефтимия;ЖЕН.;1
25227;Ефтина;ЖЕН.;76
25228;Ефтиния;ЖЕН.;1
25230;Ефтузиния;ЖЕН.;1
25232;Еффимия;ЖЕН.;1
25233;Ехида;ЖЕН.;2
25234;единственная;ЖЕН.;4000
25235;Жаваги;ЖЕН.;8
25236;Жавахир;ЖЕН.;169
25237;Жавгар;ЖЕН.;3
25238;Жавгарат;ЖЕН.;61
25239;Жаврия;ЖЕН.;4
25240;Жади;ЖЕН.;961
25241;Жадида;ЖЕН.;15
25242;Жадмила;ЖЕН.;1
25243;Жадра;ЖЕН.;2000
25244;Жазира;ЖЕН.;21000
25246;Жаклин;ЖЕН.;2000
25247;Жаклина;ЖЕН.;144
25248;Жалдуз;ЖЕН.;2
25249;Жалимат;ЖЕН.;1
25251;Жаля;ЖЕН.;466
25252;Жамилат;ЖЕН.;28
25253;Жамилия;ЖЕН.;82
25254;Жамиля;ЖЕН.;7000
25255;Жана;ЖЕН.;15000
25256;Жанадил;ЖЕН.;537
25258;Жанелия;ЖЕН.;56
25259;Жанель;ЖЕН.;6000
25260;Жанеля;ЖЕН.;2000
25261;Жанеса;ЖЕН.;7
25262;Жанет;ЖЕН.;943
25263;Жанета;ЖЕН.;2000
25264;Жанетт;ЖЕН.;125
25265;Жанетта;ЖЕН.;2000
25266;Жаниета;ЖЕН.;4
25267;Жаниетта;ЖЕН.;4
25268;Жания;ЖЕН.;6000
25270;Жанлина;ЖЕН.;3
25271;Жанна;ЖЕН.;307000
25272;Жаннат;ЖЕН.;3000
25273;Жанната;ЖЕН.;15
25274;Жаннет;ЖЕН.;2000
25275;Жаннета;ЖЕН.;2000
25276;Жаннетта;ЖЕН.;451
25277;Жаннэта;ЖЕН.;39
25278;Жаннэтта;ЖЕН.;17
25281;Жанриэта;ЖЕН.;1
25283;Жансая;ЖЕН.;25000
25284;Жаньетта;ЖЕН.;5
25285;Жанэта;ЖЕН.;38
25286;Жанэтта;ЖЕН.;87
25287;Жаржетта;ЖЕН.;4
25288;Жарият;ЖЕН.;89
25289;Жармена;ЖЕН.;8
25290;Жарменна;ЖЕН.;2
25291;Жасмин;ЖЕН.;11000
25292;Жасмина;ЖЕН.;4000
25295;Жаугярия;ЖЕН.;4
25296;Ждамиля;ЖЕН.;3
25297;Ждана;ЖЕН.;257
25298;Жежина;ЖЕН.;1
25299;Жезель;ЖЕН.;55
25300;Жезефина;ЖЕН.;14
25301;Жезофина;ЖЕН.;3
25302;Желанна;ЖЕН.;55
25303;Жельвира;ЖЕН.;1
25304;Жемалия;ЖЕН.;4
25305;Жемила;ЖЕН.;17
25306;Жемиля;ЖЕН.;22
25307;Жемира;ЖЕН.;2
25308;Жемирра;ЖЕН.;3
25309;Женаида;ЖЕН.;7
25310;Женев;ЖЕН.;77
25311;Женева;ЖЕН.;153000
25312;Женевра;ЖЕН.;12
25313;Женевьева;ЖЕН.;469
25314;Женелия;ЖЕН.;14
25315;Женета;ЖЕН.;20
25316;Женетта;ЖЕН.;21
25317;Жени;ЖЕН.;1000
25318;Женика;ЖЕН.;60
25319;Женита;ЖЕН.;8
25320;Женитта;ЖЕН.;1
25321;Жения;ЖЕН.;105
25322;Женна;ЖЕН.;28
25323;Женнет;ЖЕН.;154
25324;Женнета;ЖЕН.;21
25325;Женнетта;ЖЕН.;3
25326;Женни;ЖЕН.;197
25327;Ження;ЖЕН.;197
25328;Женовева;ЖЕН.;4
25329;Женоида;ЖЕН.;4
25330;Женуария;ЖЕН.;25
25331;Женя;ЖЕН.;609000
25332;Жеоржета;ЖЕН.;60
25333;Жеоржетта;ЖЕН.;14
25334;Жержета;ЖЕН.;2
25336;Жержина;ЖЕН.;1
25337;Жермена;ЖЕН.;11
25338;Жермина;ЖЕН.;3
25339;Жерона;ЖЕН.;42
25340;Жеря;ЖЕН.;24
25341;Жесмина;ЖЕН.;3
25342;Жианета;ЖЕН.;4
25343;Жибек;ЖЕН.;10000
25344;Жигания;ЖЕН.;6
25346;Жидегуль;ЖЕН.;13
25347;Жизель;ЖЕН.;414
25348;Жима;ЖЕН.;53
25349;Жирмена;ЖЕН.;3
25353;Жозефа;ЖЕН.;11
25354;Жозефина;ЖЕН.;1000
25357;Жонетта;ЖЕН.;3
25358;Жоржета;ЖЕН.;64
25359;Жоржетта;ЖЕН.;135
25360;Жоржика;ЖЕН.;2
25361;Жоржина;ЖЕН.;56
25363;Жософина;ЖЕН.;2
25364;Жуана;ЖЕН.;33
25366;Жуанна;ЖЕН.;5
25370;Жужана;ЖЕН.;7
25371;Жужанна;ЖЕН.;190
25373;Жужина;ЖЕН.;174
25375;Жужмана;ЖЕН.;1
25377;Жужуна;ЖЕН.;168
25378;Жужунна;ЖЕН.;2
25379;Жузана;ЖЕН.;1
25380;Жулдыз;ЖЕН.;26000
25382;Жулета;ЖЕН.;90
25383;Жулиана;ЖЕН.;47
25384;Жулетта;ЖЕН.;47
25385;Жульета;ЖЕН.;33
25386;Жульетта;ЖЕН.;74
25387;Жулья;ЖЕН.;10
25388;Жумакуль;ЖЕН.;180
25389;Жюльен;ЖЕН.;90
25390;Жюльетта;ЖЕН.;36
25391;Жюстина;ЖЕН.;36
25392;Забава;ЖЕН.;4000
25393;Забела;ЖЕН.;395
25394;Забелина;ЖЕН.;9000
25395;Забелла;ЖЕН.;53
25396;Забеля;ЖЕН.;12
25397;Забида;ЖЕН.;218
25398;Забиолла;ЖЕН.;2
25399;Забира;ЖЕН.;991
25400;Забират;ЖЕН.;9
25401;Забиря;ЖЕН.;33
25402;Забия;ЖЕН.;38
25403;Завра;ЖЕН.;11
25404;Загария;ЖЕН.;441
25405;Загидат;ЖЕН.;567
25406;Загират;ЖЕН.;61
25407;Загра;ЖЕН.;446
25408;Заграт;ЖЕН.;113
25409;Зада;ЖЕН.;27
25410;Заза;ЖЕН.;3000
25413;Заида;ЖЕН.;502
25414;Заидат;ЖЕН.;29
25415;Заина;ЖЕН.;168
25416;Заира;ЖЕН.;12000
25417;Заират;ЖЕН.;17
25418;Зайбат;ЖЕН.;12
25419;Зайга;ЖЕН.;24
25420;Зайгуна;ЖЕН.;1
25421;Зайда;ЖЕН.;517
25422;Займуна;ЖЕН.;3
25423;Зайнаб;ЖЕН.;4000
25424;Зайнап;ЖЕН.;1000
25426;Зайтуна;ЖЕН.;3000
25427;Зайтунат;ЖЕН.;8
25428;Закия;ЖЕН.;893
25429;Залдуза;ЖЕН.;1
25431;Залида;ЖЕН.;248
25432;Залиля;ЖЕН.;73
25433;Залина;ЖЕН.;26000
25434;Залита;ЖЕН.;36
25435;Залифа;ЖЕН.;2000
25436;Залифе;ЖЕН.;1
25437;Залифя;ЖЕН.;21
25438;Залиха;ЖЕН.;143
25439;Залия;ЖЕН.;4000
25440;Залму;ЖЕН.;102
25441;Залха;ЖЕН.;6
25442;Зальмира;ЖЕН.;40
25443;Зальфира;ЖЕН.;65
25444;Зальфина;ЖЕН.;10
25445;Замзам;ЖЕН.;126
25446;Замила;ЖЕН.;16
25447;Замилия;ЖЕН.;1
25448;Замина;ЖЕН.;637
25449;Замира;ЖЕН.;17000
25450;Замфина;ЖЕН.;2
25451;Замфира;ЖЕН.;147
25452;Занальда;ЖЕН.;3
25453;Занда;ЖЕН.;317
25454;Зане;ЖЕН.;37
25456;Занфера;ЖЕН.;4
25457;Занфира;ЖЕН.;306
25458;Занфиря;ЖЕН.;11
25459;Занхира;ЖЕН.;4
25460;Занэ;ЖЕН.;5
25461;Зара;ЖЕН.;11000
25462;Зарбаф;ЖЕН.;8
25463;Зарема;ЖЕН.;24000
25464;Заремма;ЖЕН.;12
25465;Зарена;ЖЕН.;91
25466;Зареслава;ЖЕН.;38
25467;Зарета;ЖЕН.;2000
25468;Заретта;ЖЕН.;52
25469;Зарима;ЖЕН.;971
25470;Зарина;ЖЕН.;84000
25471;Зарифа;ЖЕН.;2000
25472;Зария;ЖЕН.;634
25473;Зарият;ЖЕН.;312
25474;Заррина;ЖЕН.;1000
25475;Заруи;ЖЕН.;243
25476;Заруина;ЖЕН.;1
25477;Заряна;ЖЕН.;3000
25478;Заура;ЖЕН.;439
25479;Зауреш;ЖЕН.;4000
25480;Заурия;ЖЕН.;21
25481;Зафабилия;ЖЕН.;1
25482;Зафира;ЖЕН.;152
25483;Захарения;ЖЕН.;2
25484;Захарина;ЖЕН.;1000
25485;Захария;ЖЕН.;1000
25486;Захра;ЖЕН.;606
25487;Звенислава;ЖЕН.;112
25488;Звеномира;ЖЕН.;4
25490;Звеслава;ЖЕН.;5
25491;Звинислава;ЖЕН.;1
25492;Звиномира;ЖЕН.;2
25493;Звинослава;ЖЕН.;1
25494;Здзислава;ЖЕН.;1
25495;Здислава;ЖЕН.;8
25496;Зебо;ЖЕН.;2000
25497;красавица;ЖЕН.;13000
25498;Зебунисо;ЖЕН.;94
25499;луноликая;ЖЕН.;87
25500;Зебуниссо;ЖЕН.;33
25501;Зейнаб;ЖЕН.;1000
25502;Зейнеп;ЖЕН.;2000
25503;Зелма;ЖЕН.;4
25504;Зелта;ЖЕН.;12
25505;Зелтите;ЖЕН.;6
25506;Зелфира;ЖЕН.;12
25508;Зельда;ЖЕН.;75
25509;Зельма;ЖЕН.;79
25510;Зельмира;ЖЕН.;8
25512;Зельфа;ЖЕН.;3
25513;Зельфера;ЖЕН.;3
25514;Зельфие;ЖЕН.;1
25515;Зельфина;ЖЕН.;5
25516;Зельфира;ЖЕН.;231
25517;Зельфия;ЖЕН.;165
25518;Зельфрида;ЖЕН.;2
25519;Земина;ЖЕН.;794
25520;Земира;ЖЕН.;16
25521;Земпера;ЖЕН.;3
25522;Земфера;ЖЕН.;42
25523;Земфира;ЖЕН.;15000
25524;Земфроида;ЖЕН.;1
25525;Земьфера;ЖЕН.;2
25526;Зенаида;ЖЕН.;26
25527;Зенговия;ЖЕН.;3
25528;Зенислава;ЖЕН.;2
25529;Зеновея;ЖЕН.;4
25530;Зеновия;ЖЕН.;203
25532;Зеноида;ЖЕН.;7
25533;Зенона;ЖЕН.;22
25534;Зента;ЖЕН.;58
25535;Зенфера;ЖЕН.;6
25536;Зенфира;ЖЕН.;883
25537;Зенфрида;ЖЕН.;1
25538;Зеонида;ЖЕН.;1
25540;Зере;ЖЕН.;2000
25541;Зете;ЖЕН.;1
25542;Зефира;ЖЕН.;87
25543;Зефирина;ЖЕН.;15
25550;Зигря;ЖЕН.;8
25551;Зигфрида;ЖЕН.;8
25555;Зиедоне;ЖЕН.;1
25556;Зизаида;ЖЕН.;1
25558;Зилга;ЖЕН.;354
25559;Зилгма;ЖЕН.;1
25560;Зиле;ЖЕН.;19000
25561;Зильмира;ЖЕН.;17
25562;Зильфира;ЖЕН.;194
25564;Зиля;ЖЕН.;17000
25565;Зимфира;ЖЕН.;3000
25566;Зина;ЖЕН.;29000
25567;Зинаида;ЖЕН.;99000
25569;Зиналета;ЖЕН.;1
25570;Зинара;ЖЕН.;159
25571;Зиндира;ЖЕН.;1
25573;Зиният;ЖЕН.;11
25574;Зиновия;ЖЕН.;295
25575;Зиновка;ЖЕН.;11
25576;Зиновья;ЖЕН.;62
25577;Зинта;ЖЕН.;164
25578;Зинфира;ЖЕН.;2000
25579;Зионида;ЖЕН.;3
25580;Зира;ЖЕН.;369
25581;Зираида;ЖЕН.;6
25582;Зирка;ЖЕН.;1000
25583;Зиронька;ЖЕН.;23
25586;Зита;ЖЕН.;2000
25588;Зиферина;ЖЕН.;1
25589;Зиферуна;ЖЕН.;1
25590;Зифида;ЖЕН.;2
25591;Зифира;ЖЕН.;15
25592;Зифирина;ЖЕН.;4
25593;Зифрида;ЖЕН.;10
25594;Зияра;ЖЕН.;26
25595;Зиярат;ЖЕН.;227
25596;Злата;ЖЕН.;35000
25597;Златана;ЖЕН.;23
25598;Златаслава;ЖЕН.;83
25599;Златина;ЖЕН.;956
25600;Златислава;ЖЕН.;168
25601;Златия;ЖЕН.;14
25602;Златка;ЖЕН.;961
25603;Златовласка;ЖЕН.;274
25604;Златослава;ЖЕН.;498
25605;Златоцвета;ЖЕН.;34
25606;Злотана;ЖЕН.;2
25608;Зозана;ЖЕН.;4
25611;Золия;ЖЕН.;18
25612;Золушка;ЖЕН.;3000
25613;Зольда;ЖЕН.;16
25615;Зольфия;ЖЕН.;43
25617;Зоммара;ЖЕН.;1
25618;Зонатта;ЖЕН.;2
25619;Зоня;ЖЕН.;44
25621;Зора;ЖЕН.;36
25623;Зорена;ЖЕН.;70
25624;Зореслава;ЖЕН.;391
25625;Зориана;ЖЕН.;15
25626;Зорианна;ЖЕН.;6
25627;Зорина;ЖЕН.;33000
25628;Зорька;ЖЕН.;1000
25629;Зорьяна;ЖЕН.;10
25630;Зоряна;ЖЕН.;19000
25631;Зоряница;ЖЕН.;1
25632;Зорянна;ЖЕН.;3
25633;Зоряня;ЖЕН.;4
25635;Зосима;ЖЕН.;955
25637;Зосина;ЖЕН.;133
25638;Зосия;ЖЕН.;9
25639;Зоська;ЖЕН.;219
25640;Зосья;ЖЕН.;4
25641;Зося;ЖЕН.;2000
25642;Зофия;ЖЕН.;102
25643;Зофья;ЖЕН.;25
25644;Зоя;ЖЕН.;151000
25645;Зубайдат;ЖЕН.;180
25646;Зубайжат;ЖЕН.;10
25647;Зубалжат;ЖЕН.;45
25648;Зубаржат;ЖЕН.;629
25649;Зубарият;ЖЕН.;28
25650;Зубат;ЖЕН.;3
25651;Зубейда;ЖЕН.;267
25652;Зубейдат;ЖЕН.;8
25653;Зубийда;ЖЕН.;3
25654;Зугайрат;ЖЕН.;21
25655;Зугра;ЖЕН.;386
25660;Зузанна;ЖЕН.;86
25661;Зузання;ЖЕН.;1
25662;Зуйдух;ЖЕН.;1
25663;Зулай;ЖЕН.;262
25665;Зулайха;ЖЕН.;191
25666;Зулайхат;ЖЕН.;20
25668;Зулейха;ЖЕН.;1000
25669;Зулейхат;ЖЕН.;61
25670;Зулжамал;ЖЕН.;1
25671;Зулзум;ЖЕН.;1
25672;Зулижат;ЖЕН.;4
25674;Зулпат;ЖЕН.;13
25678;Зулхижат;ЖЕН.;17
25679;Зулхия;ЖЕН.;58
25680;Зульмира;ЖЕН.;507
25681;Зульнара;ЖЕН.;19
25682;Зульфира;ЖЕН.;5000
25683;Зульфия;ЖЕН.;49000
25684;Зуля;ЖЕН.;14000
25685;Зуляйха;ЖЕН.;64
25686;Зуляра;ЖЕН.;19
25688;Зумайрат;ЖЕН.;4
25689;Зумира;ЖЕН.;25
25690;Зумрад;ЖЕН.;784
25691;Зумрада;ЖЕН.;24
25692;Зумрият;ЖЕН.;88
25693;Зумруд;ЖЕН.;1000
25694;Зумруда;ЖЕН.;8
25695;Зумрут;ЖЕН.;128
25697;Зунзул;ЖЕН.;4
25698;Зури;ЖЕН.;217
25699;Зурико;ЖЕН.;136
25700;Зурия;ЖЕН.;90
25701;Зурият;ЖЕН.;152
25702;Зусаи;ЖЕН.;1
25704;Зуфара;ЖЕН.;12
25705;Зухра;ЖЕН.;26000
25706;Зухманат;ЖЕН.;1
25707;Зыба;ЖЕН.;108
25709;Зюзанна;ЖЕН.;7
25710;Зюльмира;ЖЕН.;23
25711;Зюльфира;ЖЕН.;13
25712;Зюльфия;ЖЕН.;17
25713;Зюма;ЖЕН.;770
25718;Иаитяна;ЖЕН.;1
25719;Иалиадна;ЖЕН.;3
25721;Иамара;ЖЕН.;2
25722;Ианина;ЖЕН.;9
25723;Ианна;ЖЕН.;38
25725;Иария;ЖЕН.;16
25726;Иарьяна;ЖЕН.;1
25727;Ибадат;ЖЕН.;238
25728;Ибадет;ЖЕН.;23
25729;Иболя;ЖЕН.;21
25730;Ибоя;ЖЕН.;64
25731;Ива;ЖЕН.;11000
25732;Иваина;ЖЕН.;4
25734;Ивана;ЖЕН.;123000
25735;Ивангалина;ЖЕН.;4
25736;Ивангелина;ЖЕН.;19
25737;Иванда;ЖЕН.;4
25738;Иванжелина;ЖЕН.;13
25739;Иванида;ЖЕН.;9
25740;Иваника;ЖЕН.;92
25741;Иванина;ЖЕН.;4000
25742;Иванита;ЖЕН.;10
25743;Ивания;ЖЕН.;98
25744;Иванка;ЖЕН.;5000
25745;Иванна;ЖЕН.;17000
25746;Ивано;ЖЕН.;631000
25747;Ивану;ЖЕН.;34
25748;Иваню;ЖЕН.;16
25749;Иваня;ЖЕН.;109
25750;Ивгина;ЖЕН.;2
25751;Ивгуния;ЖЕН.;4
25753;Ивдокия;ЖЕН.;1
25754;Ивелина;ЖЕН.;1000
25755;Ивета;ЖЕН.;1000
25756;Иветта;ЖЕН.;3000
25757;Ивилина;ЖЕН.;168
25758;Ивина;ЖЕН.;3000
25759;Ивира;ЖЕН.;6
25760;Ивисста;ЖЕН.;2
25761;Ивита;ЖЕН.;81
25762;Ивия;ЖЕН.;18
25763;Ивлалия;ЖЕН.;2
25764;Ивлана;ЖЕН.;4
25765;Ивлина;ЖЕН.;42
25766;Ивлипта;ЖЕН.;1
25767;Ивлита;ЖЕН.;21
25769;Иволина;ЖЕН.;180
25772;Ивоника;ЖЕН.;2
25773;Ивонина;ЖЕН.;3000
25774;Ивония;ЖЕН.;1
25775;Ивонка;ЖЕН.;37
25776;Ивонна;ЖЕН.;275
25779;Иворика;ЖЕН.;1
25781;Ивсталия;ЖЕН.;1
25782;Ивталия;ЖЕН.;1
25783;Ивфросиния;ЖЕН.;1
25784;Игорина;ЖЕН.;33
25786;Ида;ЖЕН.;98000
25789;Идалида;ЖЕН.;1
25790;Идалина;ЖЕН.;11
25791;Идалия;ЖЕН.;290
25794;Идаят;ЖЕН.;263
25796;Идеалина;ЖЕН.;2
25798;Идеалитта;ЖЕН.;3
25800;Идеида;ЖЕН.;2
25802;Иделия;ЖЕН.;242
25803;Идея;ЖЕН.;4000
25806;Идина;ЖЕН.;93
25807;Идия;ЖЕН.;222
25808;Иева;ЖЕН.;120
25810;Иелания;ЖЕН.;1
25811;Иелена;ЖЕН.;50
25813;Ижена;ЖЕН.;18
25814;Иза;ЖЕН.;2000
25815;Изабела;ЖЕН.;663
25816;Изабелия;ЖЕН.;1
25817;Изабелла;ЖЕН.;15000
25818;Изабель;ЖЕН.;1000
25819;Изабэла;ЖЕН.;107
25820;Изабэлла;ЖЕН.;473
25822;Изадора;ЖЕН.;14
25823;Изаида;ЖЕН.;17
25825;Изанна;ЖЕН.;15
25826;Изаслава;ЖЕН.;4
25827;Изахат;ЖЕН.;17
25828;Изгар;ЖЕН.;22
25830;Издек;ЖЕН.;8
25832;Изелия;ЖЕН.;11
25833;Изена;ЖЕН.;1
25834;Изибелла;ЖЕН.;1
25835;Изида;ЖЕН.;535
25836;Изидора;ЖЕН.;2
25839;Излатия;ЖЕН.;2
25840;Изобела;ЖЕН.;45
25841;Изобелла;ЖЕН.;310
25842;Изобэлла;ЖЕН.;35
25845;Изолина;ЖЕН.;38
25848;Изольда;ЖЕН.;6000
25851;Израилита;ЖЕН.;1
25852;Изумруда;ЖЕН.;52
25853;Изяслава;ЖЕН.;13
25854;Иирис;ЖЕН.;1
25855;Икатерина;ЖЕН.;25
25856;Икилина;ЖЕН.;1
25857;Икрамат;ЖЕН.;6
25858;Икуко;ЖЕН.;3
25859;Илана;ЖЕН.;4000
25860;Иланна;ЖЕН.;30
25861;Иланит;ЖЕН.;15
25862;Илария;ЖЕН.;805
25863;Илаха;ЖЕН.;625
25864;Илва;ЖЕН.;54
25866;Илвия;ЖЕН.;20
25867;Илга;ЖЕН.;6000
25868;Илгаме;ЖЕН.;2
25869;Илгамия;ЖЕН.;15
25870;Илгона;ЖЕН.;1
25871;Илда;ЖЕН.;13
25873;Илеана;ЖЕН.;47
25874;Илеонора;ЖЕН.;21
25875;Илза;ЖЕН.;64
25876;Илзе;ЖЕН.;194
25877;Илиана;ЖЕН.;1000
25878;Илиания;ЖЕН.;2
25879;Илианна;ЖЕН.;58
25880;Илианора;ЖЕН.;20
25881;Илижбета;ЖЕН.;3
25882;Илизавета;ЖЕН.;37
25883;Илизана;ЖЕН.;1
25885;Илина;ЖЕН.;3000
25886;Илинда;ЖЕН.;7
25887;Илионора;ЖЕН.;24
25888;Илиса;ЖЕН.;56
25889;Илисса;ЖЕН.;1
25890;Илися;ЖЕН.;13
25891;Илияния;ЖЕН.;3
25892;Илиянна;ЖЕН.;3
25894;Иллариона;ЖЕН.;25
25895;Иллария;ЖЕН.;325
25896;Иллиана;ЖЕН.;32
25897;Иллианора;ЖЕН.;6
25898;Иллина;ЖЕН.;74
25899;Иллирика;ЖЕН.;23
25900;Иллирия;ЖЕН.;165
25901;Илма;ЖЕН.;151
25902;Илму;ЖЕН.;7
25903;Илона;ЖЕН.;74000
25904;Илоника;ЖЕН.;3
25905;Илония;ЖЕН.;10
25906;Илонка;ЖЕН.;4000
25907;Илонна;ЖЕН.;637
25908;Илория;ЖЕН.;19
25909;Илута;ЖЕН.;14
25910;Ильвера;ЖЕН.;417
25911;Ильвина;ЖЕН.;4000
